Type,Organization,Name,org_url,Title,picture_url,bio,linkedIn_url,industry,size,noaa,census,uspto,bea,nist
Commerce,U.S. Patent and Trademark Office,Ajay Kundaria,http://www.uspto.gov/,Senior Advisor,,"Ajay Kundaria is a Senior Advisor to the Under Secretary of Commerce for Intellectual Property and Director of the United States Patent and Trademark Office (USPTO).
 
Mr. Kundaria comes to the USPTO from practicing law in California, where his practice focused on counseling and representing individuals and startups in matters involving intellectual property, unfair competition, and disputes over corporate governance.  Prior to that, he spent several years litigating high stakes issues before state and federal courts with the law firm Keker & Van Nest LLP in San Francisco, and the American Civil Liberties Union of Northern California.  In addition, Mr. Kundaria worked on President Obama’s re-election campaign in 2012, leading its voting rights efforts in Northwest Ohio.
 
Mr. Kundaria is a graduate of Stanford University and The University of Chicago Law School.",http://www.linkedin.com/in/ajaykundaria,Government,1001 to 5000,,,,,
Commerce,NIST,John Henry Scott,http://www.nist.gov/,Physicist,https://media.licdn.com/mpr/mpr/shrink_200_200/p/1/000/020/046/11269da.jpg,,http://www.linkedin.com/pub/john-henry-scott/1/918/369,Climate & Weather,51 to 200,,,,,
Other Govt,Dept of Labor,Hamid Ouyachi,http://www.dol.gov/,CTO,https://media.licdn.com/media/p/2/000/108/1b9/10fa179.jpg,"Hamid Ouyachi is the Chief Technology Officer at the Department of Labor (DOL), where he is responsible for articulating the future vision, strategy and roadmap for the use of technology to drive efficiency, employee engagement, and business innovation, with current focus on Cloud adoption, Mobility, Data Analytics, Visualization, and Open Government.

He chairs the DOL's Technology & Innovation forum aimed at employee-sourcing innovation to seed institutionalization, and drive creative application of technology to business problems. Mr. Ouyachi is also leading the DOL’s IT modernization and organizational change management effort.

He is the principal architect of the DOL’s open government flagship initiative, which has received mention in a presidential memo on regulatory compliance.

Mr. Ouyachi was educated at New York University and is a graduate of the Sorbonne.","http://www.linkedin.com/pub/hamid-ouyachi/1/576/5a0
",Climate & Weather,11 to 50,,,,,
Other Govt,Senator Mark R. Warner's office,Emma Peck,http://www.warner.senate.gov/,Legislative Correspondent,https://media.licdn.com/media/p/8/005/02f/314/3a52fcb.jpg,Emma Peck is the Legislative Correspondent for Senator Mark R. Warner.,http://www.linkedin.com/pub/emma-peck/31/4aa/406,Climate & Weather,51 to 200,,,,,
Other Govt,Senate Budget Committee,Jeptha Nafziger,http://www.budget.senate.gov/democratic/public/,"Detalee, OMB",https://media.licdn.com/media/p/8/000/285/158/16c2dab.jpg,Jeptha Nafziger serves on the staff of the U.S. Senate Committee on the Budget.,http://www.linkedin.com/profile/view?id=263961435,Data/Technology,15,,,,,
Other Govt,Office of Science and Technology Policy,Erie Meyer,http://www.whitehouse.gov/administration/eop/ostp,Senior Advisor to the CTO,https://media.licdn.com/mpr/mpr/shrink_200_200/p/2/000/015/15c/3409ee2.jpg,"Erie Meyer is a Senior Advisor to the U.S. CTO at the White House Office of Science and Technology Policy, where she works on the President’s Open Data Initiatives.

Before joining the White House, Ms. Meyer worked at the Consumer Financial Protection Bureau (CFPB), where she was a member of the founding Tech + Innovation Team. She helped to develop and launch a system to collect consumer complaints about financial products and services, such as students loans and credit reporting, and then to publish the complaint data (Why Banks Are Scrambling To Hear Your Complaints). She also served as Editorial Director of the Digital Team, leading strategy to increase citizen participation in developing consumer finance regulations and to connect the public with better information about their rights as consumers. 

She also launched the first open source website for Ohio’s state government, led user research, and stood up a digital team in the Ohio Attorney General’s office at the time. She has also been part of the strategy team at Blue State Digital, working on student loan issues for Senator Ted Kennedy and campaigns like She Should Run, a nonpartisan effort to get more women in elected office.

Ms. Meyer is a co-founder of Tech Ladymafia, a group of women living everywhere from San Francisco to Shenzhen, China, working on anything from DIY circuit boards to theoretical physics. She was recently named one of Forbes’ 2014 “30 under 30” for technology.",http://www.linkedin.com/in/eriemeyer,Environmental,1 to 10,,,,,
Other Govt,Office of Management and Budget,Haley Van Dyck,http://www.whitehouse.gov/omb,Advisor,https://media.licdn.com/media/p/3/005/047/392/341fba0.jpg,"Haley Van Dyck serves as a Senior Technology Advisor at the White House where she works to unleash 21st-century technology in support of a more open, accessible, and citizen-centric government.

Ms. Van Dyck builds unconventional products that solve large-scale problems. Whether the solution is building technology tools, launching new programs from the ground up, writing policy, or fostering proactive community in the midst of bureaucracy…she lives to make things work better, cost less, and make people happier.",http://www.linkedin.com/pub/haley-van-dyck/91/271/679,Environmental,51 to 200,,,,,
GovLab,The GovLab,Joel Gurin,http://thegovlab.org,"Project Director, Open Data 500",https://media.licdn.com/mpr/mpr/shrink_200_200/p/1/000/000/09f/2c3ba07.jpg,"Joel Gurin is Senior Advisor at the Governance Lab at NYU, where he directs the Open Data 500, a project to study companies that use government Open Data as a key business resource (OpenData500.com). He is the author of the new book, Open Data Now, and covers the field through his website, OpenDataNow.com. He was formerly Editorial Director and then Executive Vice President of Consumers Union and Consumer Reports. From late 2009 through early 2012 Joel Gurin was Chief of the Consumer and Governmental Affairs Bureau of the Federal Communications Commission. He also served as Chair of the White House Task Force on Smart Disclosure, which studied how the federal government can help consumers by providing information on complex choices in the marketplace. He tweets @joelgurin",http://www.linkedin.com/in/joelgurin,,,,,,,
GovLab,The GovLab,Laura Manley,http://thegovlab.org,"Project Manager, Open Data 500",https://media.licdn.com/mpr/mpr/shrink_200_200/p/7/000/27f/257/05995ac.jpg,"Laura Manley is the Project Manager of the Open Data 500, the first comprehensive study of U.S. companies that use open government data to generate new business and develop new products and services.  She has over 10 years of experience working with NGOs and social enterprises in the US, South Asia, Sub-Saharan Africa and South America specializing in startup strategic planning and organizational development.

Ms. Manley is also the Director of Social Entrepreneurship Research at the NYU Stern School of Business and has worked with multiple development agencies including the United Nations Office of the High Commissioner for Human Rights, the National Endowment for Democracy, UNICEF, and MasterCard Foundation. She holds a Bachelors in Business Administration from the University of Massachusetts Amherst and a Masters in Public Administration (May ’14) from NYU Wagner focusing on international policy and entrepreneurship.",http://www.linkedin.com/in/lauramanley1,,,,,,,
GovLab,The GovLab,Katherine Garcia,http://thegovlab.org,"Research Assistant, Open Data 500",https://media.licdn.com/mpr/mpr/shrink_200_200/p/2/000/004/2b6/13fc539.jpg,"Katherine Garcia earned her MPA with an emphasis in Policy Analysis from Baruch College. Prior to joining the Open Data 500 team, she served as the Press Assistant for the U.S. Mission to the United Nations. Ms. Garcia serves as the Co-President for the Board of Directors for the Metro NY Chapter of the U.S. National Committee for UN Women, which promotes gender equality and women’s empowerment. She serves on the Board of Directors for SustainUS, a non-profit that empowers youth to advance sustainable development.
",http://www.linkedin.com/in/katherinegarcia/,,,,,,,
GovLab,The GovLab,Luis Palacios,http://thegovlab.org,Fellow,http://www.opendata500.com/static/img/luis-daniel.jpg,"Luis Daniel is originally from Monterrey, Mexico and is a recent graduate of the Interactive Telecommunications Program at Tisch School of the Arts in NYU. He worked as a Solomon Fellow at NYC Digital where he created and ran New York City government’s first official Spanish Twitter account, @NYCgob. During his time in graduate school, Luis focused on ways technology could help alleviate the problems Mexico faces because of the War on Drugs. In his past life, Luis worked on oil rigs in South Texas as a field engineer for an oilfield services company. He received his B.S. in Mechanical Engineering from The University of Texas at Austin.",http://www.linkedin.com/pub/luis-daniel/14/6a7/a0a,,,,,,,
GovLab,The GovLab,Audrey Ariss,http://thegovlab.org,Research Assistant,https://media.licdn.com/mpr/mpr/shrink_200_200/p/2/005/061/2a4/3e98b86.jpg,"Audrey Ariss is a research assistant for Open Data 500. She is a recent graduate from Columbia University’s School of International and Public Affairs where she obtained a dual Masters in International Affairs and Applied Quantitative Methods, with foci on urban development and technology policy. She is a 2013 Google Policy Fellow. Audrey holds a bachelors in modern history and French from the University of Oxford, St. Catherine’s College.",https://www.linkedin.com/profile/view?id=117526638&trk,,,,,,,
GovLab,The GovLab,Stefaan Verhulst,http://thegovlab.org,Chief Research and Development Officer of the Governance Laboratory,https://media.licdn.com/mpr/mpr/shrink_200_200/p/4/000/159/0f5/30ca063.jpg,"Stefaan G. Verhulst is Co-Founder and Chief Research and Development Officer of the Governance Laboratory @NYU  (GovLab) where he is responsible for building a research foundation on how to transform governance using advances in science and technology.

Mr. Verhulst’s latest scholarship centers on how technology can improve people’s lives and the creation of more effective and collaborative forms of governance. Specifically, he is interested in the perils and promise of collaborative technologies and how to harness the unprecedented volume of information to advance the public good.",http://www.linkedin.com/pub/stefaan-verhulst/0/334/85a,,,,,,,
GovLab,The GovLab,Arnaud Sahuguet,http://thegovlab.org,Senior Technology Advisor,http://0.gravatar.com/avatar/62944bd6eacf7720b65c9a093a651860,"Dr Arnaud Sahuguet was until recently a Product Manager for Google.org in New York working on civic innovation, as part of the Google social impact team.

For the last two years, he has been working on mobile micro-donations (OneToday) and child protection (in collaboration with the National Center for Missing and Exploited Children). Before Google.org, he worked on Google Maps infrastructure and helped the Google Speech team productize its technology, with products such as GOOG-411 and Voice Search.

Before joining Google in 2006, he worked almost 5 years as a Member of Technical Staff at Bell Labs research, in Murray Hill, NJ, where he published numerous papers, worked on standards for user profile management in telecom networks, identity management, personalization and converged services.

Arnaud got his PhD from UPenn, on the topic of distributed query languages and optimization. While at UPenn, Arnaud founded Tropean Inc, to commercialize a screen scrapping technology for web sites. Before that, he graduated from Ecole Nationale des Ponts et Chaussées in France (MSc in Civil Engineering) and from Ecole Polytechnique (BS).",http://www.linkedin.com/in/sahuguet,,,,,,,
GovLab,The GovLab,Robyn Caplan,http://thegovlab.org,Reseach Fellow,https://media.licdn.com/mpr/mpr/shrink_200_200/p/3/005/069/1ae/1b13d92.jpg,"Robyn Caplan is a Research Fellow at the GovLab, and a SC&I Fellow and PhD student at Rutgers University’s School of Communication and Information Studies. Her research focuses on information and technology policy, with a specific emphasis on human information behavior, social and political issues emerging in the legislation of data. She earned her MA in Media, Culture, and Communication at Steinhadt’s School of Culture, Education, and Human Development, with a focus on Technology and Society where she worked with on determining jurisdictional issues emerging from remote data storage. She is the co-founder of AppAutopsy.com, an online application which uses data scraping and visualization to unveil the politics and values in digital applications.

Prior to accepting her fellowship at Rutgers, she worked as the Digital Editor for MAKERS.com, a PBS/AOL website on the history of the women’s movement in the United States. She has worked for numerous startups in multiple capacities, as a researcher, writer, and project manager. Robyn received her undergraduate degree from University of Toronto, and is originally from Ontario, Canada. She can be found on Twitter @RobynCaplan.",http://www.linkedin.com/pub/robyn-caplan/38/298/880,,,,,,,
GovLab,The GovLab,Kristy Brown,http://thegovlab.org,"Research Assistant, Photographer",https://media.licdn.com/mpr/mpr/shrink_200_200/p/1/000/282/303/0cd76b7.jpg,"Kristy Brown is a first-year MPA candidate at NYU Wagner, specializing in Policy. Prior to Wagner, she served two years as an AmeriCorps member at City Year New York, was an inaugural staff member of NYC Service within the NYC Office of the Mayor, organized communities around water issues in Austin, Texas, and managed donor relations at Baruch College.

In addition to her coursework, Kristy currently serves as the co-chair of the City Year New York Alumni Board, and works as a freelance photographer. She is beyond thrilled to be working at the intersection of government and innovation with the GovLab. Kristy’s initial focus at the GovLab is on open data for the NHS project and communications. She tweets @brownkristine.",http://www.linkedin.com/in/kristinembrown,,,,,,,
